메뉴명,요리종류,중량,열량,탄수화물,단백질,지방,나트륨,해쉬태그,재료정보
버섯을 넣은 가지 라자냐,일품,,136,14.8,8.1,5.1,243,,"돼지고기다진것 12g, 느타리벗서 15g, 표고버섯 10g, 새송이버섯 15g, 가지 15g, 밀가루 6g, 버터 0.5g, 우유 25g, 파마산치즈 3g, 모짜렐라 치즈 7g, 토마토소스 20g, 바질 2g, 오레가노 0.5g, 빵가루 4g"
생선찜 채소말이,반찬,,163,1838,15.5,3.4,346,,"흰살 생선 70g, 죽순 20g, 청피망 15g, 홍피망 15g, 건표고버섯 10g, 전분 5g, 치즈슬라이스 10g, 참기름 적당량, 소금 적당량, 흰후춧가루 적당량[소스] 잣 3g, 물 4g, 설탕 3g, 레몬즙 3g, 간장 2g, 소금적당량"
쇠고기말이 쌈밥,밥,,204,27.5,11.3,6,354,,"쇠고기살코기 40g, 당근 10g, 오이피클 10g, 양파 15g, 깻잎 10g, 밥 50g, 전분 6g, 식용유 적당량[밥밑간]깨소금 2g, 참기름 2g, 소금 적당량[쇠고기밑간] 간장 2g, 청주 2g, 참기름 1g, 후춧가루 적당량"
스테이크 샐러드,반찬,,177,3.5,17,10.1,404,등심,"쇠고기등심 80g, 로메인 30g, 워터크레스 2g, 래디쉬 5g, 방울토마토 10g, 레드어니언 8g, 발사믹식초 4g, 올리브오일 1g, 소금적당량, 통후추 적당량"
씨앗죽,밥,,198,27.3,5.4,7.9,20,,"쌀 30g, 참깨 3g, 통아몬드 4g, 땅콩 4g, 호박씨 4g, 물 90g, 소금 적당량"
오븐에 구운 또띠아 칩과 아보카도 딥,후식,,139,24.1,2.6,3.9,40,또띠아,"또띠아 25g, 양파다진것 5g, 할라피뇨다진것 2g, 마늘다진것 3g, 아보카도 12g, 라임주스 3g, 토마토 30g, 소금 적당량"
참치 쇠고기 양상추 쌈,반찬,,181,24.9,9.2,5.2,313,캔참치,"쇠고기 25g, 밥 60g, 상추 5g, 캔참치 5g[밑간] 후추약간, 달걀흰자 10g, 간장 3g, 설탕 2g, 전분 2g[참치양념] 마요네즈 3g, 양파다진것 3g, 샐러리다진것 2g, 소금적당량, 설탕 적당량, 후춧가루 적당량"
치킨 쇠고기 땅콩소스 꼬치,반찬,,148,8.3,14.4,6.2,536,가슴살,"닭가슴살 30g, 쇠고기 등심 30g, 간장 3g, 카레가루 2g, 땅콩버터 3g, 참기름 0.5g, 올리브오일 2g, 설탕 1.5g, 생강다진것 1g"
커리향이 들어간 치킨샐러드 샌드위치,일품,,194,23.3,8.8,7.4,77,가슴살,"닭가슴살 20g, 올리브오일 0.5g, 마요네즈 2g, 식빵 40g, 아몬드 3g, 건포도 2g, 카레가루 0.5g, 레몬주스 2g, 바질약간, 소금적당량, 후추적당량"
클럽 샌드위치,일품,,1,1,1,1,1,가슴살,"식빵 40g, 마요네즈 2g, 삶은달걀 15g, 양상추 8g, 닭가슴살 13g, 토마토 20g, 치즈슬라이스 4g, 슬라이스햄 4g, 베이컨 4g, 소금적당량, 후추적당량"
토마토 야채 오븐구이,반찬,,103,17.4,3.1,2.8,67,,"감자 20g, 고구마 20g, 오릴브오일 2g, 홍피망 15g, 당근 12g, 후추적당량, 소금적당량, 레드어니언 12g, 토마토 25g, 돼지호박 12g, 파마산치즈 2g, 빵가루 5g, 바질약간"
시금치비트무침,반찬,,38,5.6,2,1.3,152.6,발사믹,"주재료: 시금치(포항초) 30, 적양파 10, 비트 10 드레싱: 발사믹식초 5, 올리고당 3, 올리브유 1, 소금 0.38"
해초탕수,반찬,,128.7,19.5,2.1,4.9,132.8,,"불린 미역(혹은 물미역) 7, 파래(생것) 10, 김 1.3, 양파 7, 유자청 15, 물 20, 다진 파 4, 다진 마늘 1, 감자전분 10, 계란 7, 콩기름 4"
호두떡볶이,반찬,,383.1,57.1,5.8,15,219.7,떡볶이떡,"호두 15, 올리브유 4, 떡볶이 떡 80, 올리고당 20, 간장 1.5, 검정깨(볶은 것) 0.5"
준순콩나물밥,밥,,368,75.1,10.1,2.3,226.4,,"주재료: 쌀 90, 콩나물 30, 삶은 죽순 40, 녹차 우린 물 90 양념장: 간장 4, 고춧가루 0.5, 설탕 1, 깨소금 0.5, 다진파 2.5, 다진마늘 1.25, 청양고추 2.5, 홍고추 1.25, 맛술 3.75, 참기름 1"
멍게비빔밥,밥,,399.5,73.3,9.7,6.2,532.8,,"비빔밥: 쌀밥 210, 멍게살 50, 부추 10, 무순 5, 김 0.5, 참기름 4, 통깨 1.5 양념장: 고추장 5, 설탕 1, 레몬즙 3, 간 양파 3, 매실액 3"
키조개샤브샤브,국&찌개,,85.4,10.6,9.3,1,424.8,관자,"주재료: 키조개관자 60, 당근 10, 참나물 10, 애호박 10, 표고버섯 20, 느타리버섯 30, 팽이버섯 30, 다시마 국물 200(물 300, 다시마 1, 대파 5) 소스: 간장 4.5, 사과식초 2.5, 올리고당 3.5"
가자미쑥국,국&찌개,,123.4,3.7,15.2,4.9,567.7,,"가자미 50, 모시조개 15, 쑥 20, 물 200, 된장 9, 대파 4, 들깨가루 6"
달래바싹불고기,반찬,,197,5.3,13.4,13.4,237.6,등심,"주재료: 쇠고기등심 60, 달래 5, 올리브유 5 양념장: 간장 4, 설탕 3, 다진 양파 15, 다진 마늘 2, 후추 0.01"
오리고기곰피쌈,반찬,,137.3,7.8,10.3,7.1,355.9,,"주재료: 오리고기 50g, 곰피 20g, 무순 10g, 올리브유 4 소스: 오미자 액기스 1g, 고추장 6g, 설탕 2g, 식초 2.5g, 물 2.5g"
바지락수제비볶음,반찬,,271.6,43.5,10.6,7.1,295.2,,"주재료: 밀가루 50, 물 25, 바지락 100(바지락살 50), 양파 20, 마늘 5, 청양고추 5, 실파 5, 콩기름 4, 맛술 5, 참기름 2 양념장: 물 25, 굴소스 1.5, 간장 1, 매실액 1.5, 피쉬소스 1"
민들레무침,반찬,,24.9,4,1,0.9,127.9,,"주재료: 민들레 15, 양파 10 양념: 고춧가루 1.25, 깨소금 1, 소금 0.25, 다진 파 1.25, 다진 마늘 0.5, 매실액 4.5"
취나물들깨무침,반찬,,83.4,5.5,3.5,5.7,256.1,,"참취 70g, 간장 1.5g, 소금 0.5g, 다진 파 2.25g, 다진 마늘 1g, 들기름 3g, 거피들깨가루 6g"
토마토소박이,반찬,,30,5.2,1.4,0.7,316.6,,"주재료: 토마토 70, 영양부추 5, 적양파 8 양념: 까나리액젓 2.5, 고춧가루 0.6, 소금 0.5, 통깨 1, 설탕 2"
풋마늘오징어김치,반찬,,39.2,3.8,4.7,0.8,220.8,,"주재료: 풋마늘 20, 물 200, 건오징어 5 양념: 밀가루 1.25, 물 20, 소금 0.25, 고춧가루 0.6, 새우젓 0.75, 멸치액젓 0.2g, 설탕 1, 통깨 0.5, 생강즙 0.25"
절편꽃말이떡,후식,,115.6,20.2,3.2,1.7,132.5,절편,"절편 35, 거피녹두 12.5, 물 200, 다진 호두 2, 진달래꽃 2.5, 설탕 2, 소금 0.2"
가지볶음,반찬,,37.6,4.7,0.9,2.5,68,,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g"
고등어 강정,반찬,,154.6,10.1,7.8,9.1,207,,"고등어 35g, 전분 5g, 땅콩 1g, 튀김기름 5g [고등어 밑 양념]생강즙 1g, 청주 2g, 소금적당량, 후춧가루 적당량[조림장]간장 1g, 고추장 3g, 토마토케첩 3g, 설탕 1g, 물엿 3g, 물 5g"
꽃게볶음,반찬,,109,10.1,10.3,2.9,317,,"꽃게 70g, 청주 2g, 전분 3g, 실파 5g, 참기름 2g, 건고추 3g, 마늘다진것 3g, 생강다진것 2g, 소금적당량, 후춧가루적당량 [양념장]간장 2g, 청주 2g, 설탕 3g, 물 3g"
다시마칩,후식,,61,10.3,1.6,2.5,139,,"다시마 25g, 꿀 7g, 참께 4g, 오트밀 4g"
브로콜리 쇠고기 볶음,반찬,,124,13.9,1.2,4.1,300,안심,"브로콜리 70g, 쇠고기안심 30g, 물전분 6g, 당근 10g, 마늘다진것 3g, 간장 3g, 생강 3g, 설탕 3g, 식물성기름 2g, 소금적당량"
새우살을 채운 두부 스프(미네스트로네),일품,,117,5.9,13.8,4.6,361,,"새우 35g, 두부 50g, 당근 10g, 돼지호박 10g, 참기름 1g, 생강 1g, 양파 10g, 마늘다진것 1g, 닭육수 70g, 굴소스 3g, 간장 2g, 소금적당량[새우 마리네이션]달걀흰자 5g, 전분 2g, 소금 적당량"
시저 샐러드,반찬,,213,24.5,14.5,6.4,220,,"상추/로메인 60g, 마늘다진것 3g, 앤쵸비 3g, 소금 적당량, 후추 적당량, 달걀노른자 5g, 레몬주스 3g, 올리브오일 1g, 파마산 치즈 5g, 도미살 30g, 밀가루 8g, 달걀물 5g, 빵가루 4g[크루퉁]파슬리다진것 2g, 오레가노다진것 1g, 식빵 20g, 소금적당량, 후추 적당량"
연두부 무순 냉국,국&찌개,,71,6.3,6,3,223,,"연두부 75g, 무순 10g, 대파 5g, 청고추 3g, 홍고추 3g, 쑥갓 2g, 통깨 1g, 소금적당량[냉국 국물재료] 다시마육수 90g, 간장 4g, 맛술 2g, 식초 2g, 설탕 3g"
차가운 당근 수프,일품,,84,13.2,2.3,3.3,57,,"당근 80g, 버터 2g, 양파다진것 10g, 생강다진것 1g, 마늘다진것 2g, 야채육수 50g, 오렌지주스 20g, 생크림 5g, 당근주스 30g, 소금적당량"
태국식 불고기 샐러드,반찬,,89,8.8,8.3,3.1,242,,"쇠고기 30g, 애호박 20g, 토마토 25g, 가지 15g, 양파 8g, 새송이버섯 15g, 그린 샐러드적당량[불고기 드래싱] 풋고추 3g, 홍고추 3g, 마늘 1g, 고춧가루 1g, 레몬주스 3g, 타바스코 1g[카레오일]올리브오일 1g, 로즈마리 1g, 민트 1g, 카레가루 2g"
팽이버섯 야채볶음,반찬,,83,10.9,2.6,4.4,14,,"팽이버섯 70g, 청경채 50g, 참기름 2g, 식용유 2g, 물전분 6g, 소금 적당량"
딸기연두부쉐이크,후식,,121,25.3,4,1.5,5.5,,"딸기 100g, 연두부 50g, 바나나 50g, 올리고당 10g"
봄주먹밥,밥,,252.4,19.63,4.29,2.12,118.1,,"재료 1인분 봄동 10g, 깻잎 6g, 낙지다리 6g, 참기름 3g 두릎 8g, 올리브유 4g, 미나리 3g 주먹밥 데친꼬막살 12g, 올리브유 4g, 밥 100g, 참깨 3g 두부강된장 참기름 10g, 다진양파 14g, 다진당근 14g, 다진애호박 14g, 물 150g, 된장 14g, 고춧가루 4g, 다진마늘 4g, 붉은고추 4g"
구운 주먹밥,밥,,335.1,35.43,5.79,6.84,79.4,,"현미(100g), 톳(30g), 생김(5g), 달걀(50g), 밥 밑간 참기름(4g), 참깨(2g), 톳 무침양념 설탕(2g), 식초(2g)"
깻잎장아찌롤,밥,,375.2,18.4,2.6,3.4,750.7,,"쌀(200g), 깻잎장아찌(30g), 김(5g), 새싹(20g), 밥 밑간 참기름(5g), 참깨(3g), 허브타르타르드레싱 양파(20g), 피클(20g), 삶은달걀(60g), 마요네즈(20g), 머스터드소스 설탕(3g), 물(5g), 머스터드조스(1.5g)"
롤 삼계탕,국&찌개,,103.4,4.3,11.9,4.3,50.2,,"주재료: 마 30g(1/3개), 대추20g(10개), 은행35g(25개), 단호박 40g(1/8개), 아스파라거스 15g(1/3개), 영콘 20g(1개), 마늘 10g(2개), 쌀 200g(1컴), 육수 닭 550g(1마리), 파 15g(1큰술), 마늘 15(3개)"
효종갱(曉鍾羹),국&찌개,,186.1,0.99,4.95,1.69,220.6,양지,"재료: 배추(20g), 무(10g), 느타리버섯(20g) 육수: 쇠고기(양지 50g, 갈비 50g), 양파(40g), 마늘(10g), 물(300g) 양념: 저염간장(10g)"
갯벌의 여왕 모시조개의 달콤한 유혹,반찬,,155,7,11,9,760,화이트와인,"바지락(모시조개( 200g(30개), 양파 15g(2*4cm), 마늘 10g(2쪽), 마른 홍고추 1g(1/5개), 올리브유 15g(1큰술), 호이트와인 15ml(1큰술), 쳥양고추 3g(1/3개), 저염치즈 10g(2작은술), 후추 약간, 바질 약간"
고구마 타락죽,밥,,362.9,37.2,7.2,21.4,161,,"고구마 20g, 양송이버섯 15g, 양파 10g, 느타리버섯 7g, 현미(불린것) 30g, 저지방우유 130g, 식용유 20g, 물 100g"
두부 채소 볶음밥,밥,,322,60.3,13.5,6.5,213,,"밥 150g, 두부 70g, 표고버섯(마른것) 10g, 당근 5g, 감자 5g, 청피망 5g, 홍피망 5g, 오이 10g, 애호박 10g, 소금 0.2g [소스소개] 간장 2g, 청고추 0.5g, 홍고추 0.5g, 통깨 0.2g, 참기름 2g, 다시마물 5g"
건강 마늘 꿀환,후식,,167,29.5,4.8,4.9,13,,"마늘 50g, 잣 2g, 꿀 10g, 검은깨 5g, 카스텔라가루 10g"
과일 샐러드 또띠아,후식,,277,58.1,5.5,3.5,84,또띠아,"자몽 30g, 오렌지 30g, 키위 30g, 사과 30g, 플레인 요구르트 30g, 꿀 5g, 또띠아 45g"
수박 화채,후식,,126,28.3,3.4,0.7,2,,"찹쌀가루 12g, 물 8g, 수박 180g, 팥 5g, 설탕 5g"
우유 생강차,후식,,108,15.7,5.9,2.8,185,,"우유 180g, 생강 10g, 꿀 6g, 깨소금 3g, 계피가루 1g"
레몬 들깨 소스를 품은 떡꼬치,후식,,735,100,12,32,573,떡볶이떡,"떡꼬치: 쌀떡 90g, ghen 10g(1알), 잣 5g(5알), 식용유 30g(2큰술), 꼬치용 꼬치 6개 레몬 들깨 소스: 들깨가루 45g(3큰술), 두유 45g(3큰술), 꿀 15g(1큰술), 물 15ml(1큰술), 참기름 7g(1작은술), 레몬즙 7g(1작은술), 검은깨 5g(1작은술)"
누룽지 요거트 파르페,후식,,0,0,0,0,0,,"누룽지: 밥 210g(1공기) 요거트파르페: 오렌지 40g(1/5개), 사과 30g(1/5개), 요거트 200g(1컵), 블루베리 30g(2큰술)"
자색고구마 호떡,후식,,229.2,38.4,3.7,6.5,71.9,,"반죽: 찹쌀(30g), 자색고구마 20g, 소금(0.2g), 현미휴(3g), 물(17g), 황설탕(7g) 호떡소: 검정깨, 땅콩, 호두(각 2g), 찹쌀가루(0.5g), 계피가루(0.2g)"
청국장지짐 케일쌈밥,밥,,398,65.4,19.2,6.6,4.3,,"돼지고기(20g), 청국장(30g), 밥(100g),
케일(50g), 멸치(10g), 무(40g), 양파(80g),
사과(100g)"
마늘 불고기 덮밥,밥,,598.4,85,24.6,17.8,3.1,,"소고기(불고기용, 250g), 쌀(150g),
새송이버섯(50g), 당근(30g), 양파(30g),
대파(20g), 마늘, 배(30g), 진간장(30g),
후춧가루(2g)"
잡곡강정밥,밥,,594.3,120.1,15.2,5.9,1.3,잡곡쌀,"잡곡(50g), 찹쌀(50g), 호두(20g),
은행(20g), 밤(20g), 대추고(60g), 꿀(5g),
간장(15g), 소금(2g)"
함박스테이크 볼 밥,밥,,439.5,62.4,22.3,11.2,8,,"소고기(60g), 돼지고기(60g), 가래떡(20g),
양파(20g), 새송이버섯(20g),
파프리카(15g), 사과(20g), 배(30g),
고추장(5g), 파(10g), 마늘(5g), 간장(5g),
청주(5g), 후춧가루(0.5g), 참기름(3g)"
곤드레 밥버거,밥,,467,76.5,12,12.6,22.7,곤드레나물,"쌀(80g), 찹쌀(40g), 흑미(40g), 곤드레나물(50g),
파프리카(30g), 양상추(30g), 감자(20g),
양파(50g), 깻잎(5장), 바나나(1/2개), 김(10g),
호두(10g), 사과(1/4개), 밀가루(30g), 빵가루(50g),
마요네즈(50g), 된장(30g), 식초(30g), 간장(15g),
참기름(15g), 들기름(15g), 소금(0.2g)"
대추닭살리조또,밥,,498.3,70.3,21.2,14.7,8.4,가슴살,"닭고기(가슴살, 30g), 쌀(50g), 양파(10g),
표고버섯(10g), 대추(2알), 당근(5g),
피망(5g), 치즈(10g), 우유(50g), 마늘(3g),
소금(0.5g), 후춧가루(0.1g)"
먹골배 카레주먹밥,밥,,379.2,445.4,10.8,11.5,1.1,,"쌀(150g), 카레가루(70g), 묵은지(15g),
양파(15g), 애호박(5g), 가지(5g),
참치(50g), 마요네즈(20g)"
신호등 통통이(어린이 곤약삼색주먹밥),밥,,441,81.6,8.6,5.6,0.9,,"소고기(10g), 곤약미(30g), 쌀(30g),
시금치(20g), 당근(20g), 멸치(5g),
대파(0.5g), 달걀(1개), 간장(1g),
참기름(5g), 소금(1g), 후춧가루(0.2g),
올리고당(3.5g)"
양배추롤&참치두부쌈장,일품,,295,52.5,12.9,3.7,4.5,,"밥(150g), 양배추(60g), 참치(캔, 30g),
두부(30g), 양파(8g), 파(5g), 마늘(5g),
된장(5g), 고추장(2g), 매실청(3g),
참기름(1.5g), 깨(1g), 물(8g)"
라비올리 크림소스,반찬,,735.7,101.2,29.6,16.9,242,,"양파 17.5g, 마늘 2.1g, 새우살 70g, 게살 17.5g, 식용유 4.2g, 크림 17.5g, 파마산치즈 4.9g, 버터 2.1g[라비올리 반죽] 중력분 35g, 강력분 100g, 달걀 38.5g, 물 40g, 시금치 3.5g, 비트 3.5g"
라비올리 토마토소스,반찬,,330.8,55.2,14.2,5.7,115,,"중력분 25g, 강력분 25g, 달걀 12g, 물 12g, 양파 25g, 당근 12g, 토마토 120g  토마토소스:셀러리 8g, 바질 8g, 오레가노 2.5g, 로즈마리 2.5g,물필요량,설탕 2g,마늘다진것 2g 리코타치즈:우유 125g, 레몬즙 8g, 차이브 2.5g, 파마산치즈 1g"
미역 조랭이 떡국,국&찌개,,368.7,66,9.2,10.9,774,조랭이떡,"미역마른것 5g, 우엉 20g, 조랭이 떡 100g, 들깨 18g, 들기름 4g, 마늘 4g, 물 300g, 국간장 4g"
버섯 리조또,밥,,325,59,8.7,4.9,125,,"쌀 70g, 양송이버섯 15g, 마늘다진것 2g, 닭육수 180g, 파슬리다진것 2g, 타임다진것 0.5, 올리브오일 1.5g, 파마산치즈 3g, 버터 1g, 소금적당량, 후추적당량"
서리태 잣국수,일품,,478.7,61,18.2,18.3,83,,"잣 20g, 서리태 20g, 오이 10g, 밀가루 70g, 소금 0.2g, 체리토마토 10g, 흑임자 0.5g, 물 300g"
쌈밥,밥,,315.1,57.5,13.3,3.5,558,,"밥 140g, 쇠고기다진것 15g, 후춧가루 0.01g, 참기름 2g, 근대 20g, 쌈다시마 15g, 양배추 20g, 케일20g, 앤다이브 20g, 깻잎 10g, 미나리 1g, 오징어 10g [소스 소개] 저나트륨 양념간장:간장 6g, 물 30g, 홍고추 3g, 청고주 2g<br />저나트륨 초고추장:고추장 1g, 식초 0.5g,설탕 0.5g,사이다 0.5g"
영양밥,밥,,321.5,63.6,6.3,5.2,102,,"쌀 30g, 현미찹쌀 30g, 표고버섯 30g, 당근 30g, 대추 7.5g, 은행 3g, 밤 12g, 다시마 육수 20g [소스소개]저나트륨 간장양념장:간장 1g, 사과쥬스 4g, 겨자 0.5g, 참기름 3g, 깨소금 1g, 청고추 1g, 홍고추 1g"
팥죽,밥,,287.1,60,11.8,0.1,9,,"팥 40g, 찹쌀가루 30g, 찹쌀 10g, 물 300g, 설탕기호에따라"
호박만두,반찬,,211.2,34.4,6.1,4.8,150,애호박,"애호박 50g, 표고버섯 10g, 청고추 5g, 소금 0.1g, 시금치 10g, 참기름 2g, 통깨 0.4g, 식용유 2g, 후춧가루 0.2g, 밀가루 40g, 물 20g [소스소개] 초간장:간장 2g, 식초 5g, 물 5g"
감자 팬케익,반찬,,399.7,75.7,13.4,4.5,320,,"감자 100g, 양파다진것 15g, 체리 20g, 사과 20g, 청포도 35g, 식초 1g, 물 200g, 달걀흰자 80g, 밀가루 16g, 베이킹 파우더 1g, 마늘가루 1g, 후춧가루 0.1g, 식용유 4g [소스소개]과일조림:설탕 30g, 포도주스 50g, 레몬주수 15g, 계피가루 0.1g"
단호박 두부 포타주,일품,,92.6,12.1,6.6,3.8,379,,"단호박 40g, 두부작은것 40g, 두유 40g, 다시마국물 150g, 소금 0.5g, 후춧가루 0.1g"
쇠고기와 검은콩 요리,반찬,,346.5,36.4,24.3,13,199,,"쇠고기갈은것 50g, 서리태 30g, 셀러리 3g, 양파 7.5g, 청피망 4.5g, 토마토 61.5g, 베이컨 4.5g, 현미 30g, 닭육수 30g, 물 40.5g, 마늘다진것 0.8g, 월계수잎마른것 0.2g, 타임마른것 0.3g, 후춧가루 0.2g, 카엔페퍼 0.2g"
채소 커리를 곁들인 팬케익,반찬,,258.6,30.8,15,7,261,,.
양송이버섯 달걀 크레페,반찬,,319,48,16.1,7.1,105,,"양송이버섯 12.8g, 달걀 11g, 에벤탈치즈 20g, 메밀가루 20g, 달걀 22g, 밀가루 20g, 우유 80g, 설탕 10g, 양파 8g, 파슬리다진것 0.4g, 감자 20g, 로즈마리다진것 0.2g, 마늘다진것 1.2g, 식용유 1g"
파인애플떡갈비,반찬,,336.8,33.3,14,16.4,21.1,,"소고기(갈빗살, 60g), 파인애플(45g),
양파(8g), 표고버섯(7g), 전분(10g),
파(5g), 마늘(2g), 진간장(3g), 설탕(1g),
참기름(1.5g), 후춧가루(0.2g)"
건강가지말이+참깨마요소스,반찬,,157.4,15.6,1.9,9.7,9.9,,"가지(200g), 단호박(30g),
삼색파프리카(30g), 당근(30g), 사과(30g),
배(30g), 무순(10g), 청양고추(20g),
마요네즈(30g), 참깨(40g), 꿀(20g)"
순창 고추장 두부강정,반찬,,350.3,40.8,14.7,14.2,15.7,,"소고기(불고기용, 60g), 두부(400g),
새송이버섯(40g), 당근(30g), 양파(10g),
마늘(15g), 생강가루(5g), 고추장(50g),
튀김가루(200g), 전분(20g), 맥주(200ml),
소금(1g), 간장(15g), 꿀(15g), 케첩(45g),
올리고당(15g)"
곤약 백김치 말이,반찬,,44.2,7.5,3.2,0.1,2.7,백김치,"오징어(30g), 곤약(100g), 백김치(50g),
삼색파프리카(20g), 부추(10g), 청주(15g),
통후추(5알), 월계수잎(1장)"
묵은지비프롤,반찬,,364.2,9.2,31,22.6,1.9,묵은지,"소고기(불고기용, 100g), 묵은지(100g),
팽이버섯(20g), 아스파라거스(10g),
삼색파프리카(20g), 참나물(10g),
달걀(1개), 전분(20g), 올리브오일(50g),
매실액(30g), 레몬즙(30g), 소금(1g),
후춧가루(0.5g)"
바나나를 감싼 일본식 달걀말이,반찬,,362.3,34.6,17,17.3,25.2,,"달걀(3개), 바나나(1개), 전분(5g),
소금(0.2g)"
그린커리,반찬,,465.7,34.3,48.5,14.9,17.1,가슴살,"닭고기(가슴살, 50g), 그린커리
페이스트(50g), 코코넛밀크(40g),
당근(30g), 가지(50g), 양송이버섯(20g),
레몬그라스(10g), 마늘(5g)"
현미 고구마 아란치니,일품,,458.6,68.4,8.6,16.8,5.1,,"고구마(100g), 현미밥(210g),
새송이버섯(25g), 당근(25g), 양파(25g),
달걀(1개), 파슬리(3g), 빵가루(200g),
밀가루(100g), 소금(2g), 후춧가루(1g),
식용유(500g)"
유자 치킨 꿔바로우,반찬,,376.5,45.5,23.9,11,22.4,가슴살,"닭고기(가슴살,150g), 생강(5g),
녹말(50g), 찹쌀가루(50g), 유자청(10g),
전분(5g), 꿀(10g), 소금(1g),
후춧가루(1g), 식초(45g), 식용유(10g),
물(45g)"
펌킨크로켓,반찬,,335.6,27.1,12.2,19.8,8.8,,"단호박(80g), 양파(20g),
당근(10g), 참나물(10g), 달걀(1개),
모짜렐라치즈(10g), 빵가루(500g),
식용유(500g), 소금(1g), 후춧가루(0.5g)"
이태리튀밥,밥,,508.7,58.6,15.9,23.4,3,방울토마토,"쌀(100g), 방울토마토(2개),
바질(3g), 옥수수(20g), 달걀(1개),
빵가루(30g), 파마산치즈가루(20g),
생모짜렐라치즈(20g), 버터(4g),
올리브오일(3g), 소금(2g)"
현미 입은 미트볼,반찬,,479.3,16.6,34.1,30.7,5.7,,"소고기(100g), 돼지고기(100g), 대추(4알),
배(1개), 현미튀밥(30g), 밀가루(20g),
양파(60g), 마늘(30g), 쪽파(30g),
생강(5g), 간장(30g), 소금(0.5g),
후춧가루(0.2g), 참기름(3g), 참깨(3g)"
시금치 볶음 쌀국수,일품,,584.8,76.4,13.1,25.2,4.9,쌀국수,"새우(100g), 쌀국수(150g), 시금치(40g),
달걀(1개), 메추리알(20g), 마늘(20g),
굴소스(20g), 식초(30g), 땅콩(3g),
전분(10g), 청주(5g), 고추기름(15g),
소금(0.5g), 후춧가루(3g),
올리브오일(15g)"
새우채소꼬치구이,반찬,,80.7,11.2,6.6,1,7.5,,"새우(60g), 단호박(60g), 양배추(40g),
방울토마토(35g), 대파(20g), 후추(0.5g)"
영유아를 위한 고소한 닭꼬치,반찬,,324,18.2,25.1,16.8,1.3,가슴살,"닭고기(가슴살, 25g), 우유(10g),
아몬드슬라이스(10g), 참깨(2g),
흑임자(1g), 소금(0.1g), 후춧가루(0.1g)"
얌얌 맛있게타,일품,,324.1,40.1,12.5,12.7,3.7,바게트,"바게트(1/4개), 새송이버섯(15g),
표고버섯(10g), 방울토마토(2개),
바질(10g), 생모짜렐라치즈(15g),
마늘(2.5g), 올리브오일(10g), 소금(0.2g)"
오! 푸룻한 뿌리채소,반찬,,308.4,44.3,8.4,10.9,12.4,,"우엉(25g), 연근(50g), 오렌지(100g),
요거트(50g), 크랜베리(10g), 땅콩(5g),
호두(3g), 레디쉬(5g), 식초(3g),
머스터드(3g), 얼음(200g)"
채소 팬케익,반찬,,286.1,38.5,14,7.6,275,중력분,"당근갈은것 40g, 돼지호박갈은것 20g, 셀러리다진것 10g, 양파다진것 10g, 중력분 32g, 후춧가루 0.21g, 저나트륨 베이킹 파우더 0.5g, 머스터드 파우더 0.5g, 식용유 2g, 달걀 55g, 저지방우유 100g, 메이플시럽 3g"
누룽지과자,후식,,344.4,48,8.4,14.9,62,흰자,"밥 20g, 달걀흰자 20g, 밀가루 8g, 식용유 2g, 땅콩 10g, 건포도 10g, 호두 12g, 딸기잼 40g"
단호박 경단,후식,,162.9,30.5,3.6,3.3,87,카스텔라,"단호박 18g, 찹쌀가루 18g, 카스텔라 18g, 소금 0.2g, 건포도 2g, 호박씨 0.8g, 잣 2g, 물 10g"
모듬탕수,반찬,,205,26.3,5.7,1,120,,"표고버섯마른것 20g, 연근 20g, 주황파프리카 20g, 노랑파프리카 20g, 브로컬리 20g, 식용유 10g [소스소개] 탕수소스:감자녹말가루 7g, 레드와인 5g, 간장 2g, 식초 1g, 설탕 1g"
새싹 비빔밥,밥,,282.4,50.6,8.7,7.4,318,,"밥 100g, 각종 새싹 20g, 무순 2g, 샐러리 5g, 쑥갓 5g, 래디쉬 15g [소스소개] 저나트륨 볶음고추장(5인분):고추장 7.5g, 물 15g, 사과 50g, 설탕 2.5g, 참기름 2g, 쇠고기다진것 20g  고기양념(5인분):파다진것 2.5g, 마늘다진것 1.3g, 깨소금 1.3g, 참기름 2g, 후춧가루 2g"
가지볶음,반찬,,37.6,4.7,0.9,2.5,68,,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g"
감자냉채,반찬,,51.2,10.7,1.7,0.3,113,,"감자 40g, 래디쉬 5g, 오이 10g [소스소개 단촛물:물60g, 식초 1.5g, 설탕 1.5g, 파인애플주스 1.5g, 소금 0.3g 겨자초장:겨자가루 1.5g, 물미지근한것 1g, 설탕 2g, 식초 3g, 소금 0.03g, 파인애플주스 1.6g"
고추잡채,반찬,,150.6,4.9,6.2,11.7,147,,"돼지고기 30g, 청피망 30g, 죽순통조림 6g, 홍고추 1.4g, 표고버섯 7g, 소금 0.4g, 참기름 1g, 식용유 5g[소스소개] 고기 밑간 양념:후춧가루 0.1g, 정종 1g, 달걀 4g, 녹말가루 3g"
